customer_id,frequency,monetary,recency
4df0de65,1,215.56,298
4df1167e,1,119.96,173
4df1359c,1,159.99,20
4df14a3e,1,89.99,394
4df165e1,1,279.9,439
4df21f92,1,99.49,187
4df37dd9,1,12.25,187
4df495f4,1,359.96,418
4df4e147,1,39.9,281
4df51452,1,18.0,53
4df51d3d,1,169.9,293
4df72ed5,1,29.9,124
4df9c5a3,1,89.0,474
4dfa2a81,1,143.6,187
4dfb74a5,1,158.7,340
4dfc7567,1,35.0,187
4dfd5c5f,1,95.0,39
4dfd632d,1,49.99,407
4dfee415,1,161.42,58
4dfeeaf7,1,215.0,212
4dff08f2,1,61.9,213
4dffcf2b,1,51.19,146
4e0099de,1,179.99,27
4e00fe68,1,175.99,58
4e012433,1,39.9,49
4e0124b8,1,27.99,285
4e01a32f,1,32.0,447
4e029eaf,1,234.0,139
4e03ab02,1,189.9,262
4e03d85a,1,155.6,277
4e0516b0,1,13.99,222
4e059129,1,47.65,161
4e0634d6,1,239.99,272
4e067fb6,1,84.99,266
4e071645,1,209.99,14
4e07dd04,1,99.0,39
4e086f7e,1,59.0,264
4e0978b1,1,727.96,394
4e09b5a4,1,159.9,297
4e09d09c,1,161.1,157
4e0afc4b,1,104.9,144
4e0ba351,1,199.6,490
4e0bffbc,1,59.9,300
4e0c05ac,1,18.17,352
4e0cfad7,1,174.9,304
4e0d465b,1,169.8,226
4e0dd6ab,1,59.9,78
4e0dd7ff,1,79.5,281
4e0e75fc,1,54.9,142
4e11a9e5,1,197.09999999999997,289
4e129e00,1,24.9,155
4e141336,1,75.0,243
4e1466d2,1,45.0,414
4e14b1a6,1,175.0,234
4e14c735,1,49.9,29
4e14dcf7,1,139.6,273
4e14f46d,1,11.35,5
4e157f7a,1,761.28,278
4e15860d,1,876.0,29
4e1694ed,1,179.9,32
4e1748e5,1,119.9,405
4e174aa8,1,141.0,254
4e1bb82e,1,400.0,78
4e1bf9ec,1,135.0,73
4e1c0925,1,55.5,195
4e1df567,1,79.9,91
4e1eea7b,1,485.09999999999997,120
4e20298e,1,54.9,285
4e20d9b3,1,79.99,180
4e2137a0,1,199.96,225
4e215db7,1,176.49,207
4e22a7cf,1,44.9,72
4e2311c6,1,539.0999999999999,351
4e23dfc5,1,219.54,401
4e251837,1,110.32,46
4e25d8a3,1,625.0,293
4e26ab9c,1,134.9,265
4e26cdaa,1,149.0,252
4e28411a,1,23.99,319
4e29ae10,1,54.9,10
4e29f7fe,1,59.9,174
4e2a3793,1,79.9,8
4e2af509,1,23.99,275
4e2b70d2,1,11.99,449
4e2b8812,1,25.9,149
4e2bbc22,1,69.9,236
4e2bf783,1,339.0,304
4e2c1f15,1,199.9,335
4e2c23f7,1,52.9,309
4e2c2516,1,16.9,17
4e2cc2c3,1,135.0,293
4e2e0a49,1,49.9,286
4e2e3f18,1,1189.9,98
4e2e8191,1,39.8,142
4e2edc82,1,68.5,26
4e2f276c,1,29.9,252
4e301353,1,16.9,385
4e3294fe,1,134.9,145
4e329599,1,215.56,316
4e32ac19,1,199.6,19
4e340f33,1,109.78,350
4e34fbf9,1,29.0,113
4e3549d2,1,13.47,41
4e364c10,1,199.0,150
4e36586a,1,21.2,42
4e370c59,1,49.9,219
4e373f23,1,119.9,191
4e37f00d,1,125.9,382
4e381215,1,59.9,26
4e38e9f2,1,114.9,150
4e39a18c,1,429.99,59
4e3a88c1,1,28.0,531
4e3b3419,1,261.0,125
4e3b46e9,1,84.89,157
4e3b47ad,1,79.9,346
4e3bfd14,1,210.0,214
4e3d95e9,1,26.9,503
4e3e8e27,1,64.99,114
4e406f63,1,99.9,75
4e416e60,1,26.18,222
4e43213f,1,189.49,125
4e4450d2,1,108.0,172
4e450c71,1,229.9,122
4e451ebf,1,219.0,86
4e453250,1,128.0,31
4e46b98e,1,99.99,276
4e46d204,1,79.99,26
4e46d8da,1,330.0,149
4e47c14e,1,145.0,182
4e480a42,1,99.9,75
4e484fda,1,239.6,430
4e48883d,1,99.9,270
4e48950d,1,98.9,274
4e495502,1,94.9,42
4e495cb3,1,547.6,352
4e4ab126,1,49.9,195
4e4b7062,1,59.0,223
4e4b8a94,1,275.5,111
4e4b8f29,1,34.99,90
4e4db632,1,34.6,374
4e4e36c4,1,289.8,352
4e4e6c98,1,39.99,205
4e4f1fcd,1,137.78,154
4e508aee,1,19.9,352
4e50ba7d,1,151.20000000000002,405
4e50c855,1,45.0,410
4e513a51,1,71.1,284
4e523553,1,24.2,15
4e5260d9,1,89.99,352
4e543e0f,1,61.9,227
4e5443c3,1,149.0,460
4e54b60d,1,49.8,112
4e54f0e8,1,119.98,57
4e5570ae,1,679.0,28
4e561104,1,120.0,394
4e5625bd,1,491.70000000000005,40
4e57ef42,1,39.9,181
4e58705c,1,14.99,4
4e59370b,1,49.9,181
4e5aecb5,1,308.0,120
4e5b349f,1,55.0,366
4e5ca9b9,1,599.0,230
4e5d5785,1,19.99,478
4e5e35f6,1,12.25,131
4e5e4764,1,40.0,106
4e5fd9f9,1,19.99,572
4e5ff35c,1,8.43,184
4e601397,1,585.0,119
4e62f030,1,50.75,13
4e6412fc,1,59.99,229
4e641f74,1,89.99,313
4e642118,1,199.0,112
4e64b967,1,179.9,125
4e672fa8,1,40.0,292
4e6826e8,1,158.0,161
4e689a02,1,115.0,225
4e6956b0,1,114.9,86
4e69a179,1,139.99,89
4e6c31af,1,110.32,113
4e6c6b0b,1,75.0,230
4e6cb162,1,81.9,164
4e6cbbde,1,58.0,163
4e6ce144,1,12.25,58
4e6d10bc,1,37.5,237
4e6d327f,1,124.9,9
4e6d91ec,1,13.65,193
4e6e4e3c,1,219.0,176
4e6e53b4,1,1115.1000000000001,160
4e6fa8b8,1,29.9,286
4e6fbf38,1,99.9,120
4e70430b,1,165.0,38
4e7656e3,1,144.99,264
4e766dea,1,79.6,532
4e772a2d,1,399.0,329
4e781ddd,1,189.9,43
4e788890,1,69.0,23
4e78d87b,1,89.99,350
4e798bde,1,21.99,557
4e79b983,1,139.0,117
4e7afdb9,1,159.0,574
4e7b2684,1,34.9,164
4e7b3e00,1,139.94,102
4e7bafa1,1,59.99,114
4e7d08d5,1,59.9,432
4e7d6826,1,329.9,415
4e7d863b,1,249.5,83
4e7f50e3,1,44.99,484
4e7f7cf7,1,69.99,327
4e80d7cc,1,5.99,131
4e8206cf,1,276.4,278
4e8275be,1,14.46,404
4e832907,1,49.99,78
4e8353ef,1,67.0,71
4e839bbf,1,139.9,549
4e83b476,1,34.99,415
4e8484e2,1,169.0,172
4e84e01a,1,87.5,203
4e86d602,1,174.9,237
4e87cf36,1,85.0,251
4e87e8db,1,39.97,102
4e87ee70,1,18.9,262
4e887b54,1,72.34,311
4e8893e0,1,23.99,286
4e88cdfc,1,59.9,566
4e88ed69,1,145.0,19
4e893370,1,24.9,274
4e8aed07,1,58.9,206
4e8bb8f1,1,35.9,47
4e8c561a,1,68.0,394
4e8cad1d,1,29.9,80
4e8d063c,1,15.0,71
4e8d3deb,1,115.0,71
4e8dc88c,1,21.99,66
4e8fcd57,1,27.9,232
4e911c5f,1,24.9,320
4e9197af,1,39.99,89
4e91e8b5,1,663.8,76
4e91f755,1,39.9,320
4e9217c5,1,85.0,311
4e925410,1,360.0,397
4e92e128,1,139.99,304
4e949059,1,24.99,270
4e94cf3d,1,13.99,380
4e94ebb4,1,14.9,132
4e954880,1,39.0,254
4e96e84a,1,99.99,48
4e97d722,1,199.9,48
4e980e0a,1,283.96,246
4e989a49,1,39.99,64
4e99533d,1,98.9,280
4e9b99cb,1,15.99,510
4e9bba67,1,96.9,52
4e9bdfdb,1,16.16,337
4e9cb36e,1,57.31,61
4e9cb4e5,1,98.0,253
4e9d59e2,1,233.0,432
4e9dcaf7,1,69.9,541
4e9f5e6a,1,115.9,109
4e9f6517,1,194.0,260
4e9f7c47,1,135.0,17
4ea34777,1,298.9,232
4ea35382,1,129.0,166
4ea3819f,1,99.0,237
4ea4534f,1,89.9,249
4ea461e8,1,329.0,138
4ea4d187,1,73.0,61
4ea732ce,1,119.0,138
4ea7c350,1,39.0,114
4ea82065,1,134.0,96
4ea8dcc1,1,89.9,221
4ea968ea,1,89.0,456
4eaa399e,1,199.0,184
4eaa6256,1,39.9,469
4eac36ec,1,99.9,157
4eac4449,1,39.5,144
4eac66d1,1,131.99,151
4ead00aa,1,86.0,49
4ead8c60,1,359.09999999999997,275
4eaea066,1,69.99,342
4eb0e95d,1,79.0,125
4eb2abee,1,49.9,401
4eb2d427,1,56.06,350
4eb34c6a,1,580.27,121
4eb36ac5,1,140.0,169
4eb48c3e,1,193.0,176
4eb541cb,1,59.9,538
4eb59d57,1,304.70000000000005,40
4eb5b791,1,84.99,423
4eb63dae,1,84.9,350
4eb714fe,1,58.9,282
4eb9006d,1,85.9,346
4eb910ad,1,1259.91,412
4eb9eccb,1,99.99,146
4eba4e54,1,172.0,41
4ebaf8d0,1,39.99,113
4ebc2a02,1,22.99,186
4ebc3f79,1,119.9,95
4ebe564a,1,58.9,360
4ebf1d89,1,44.99,151
4ebfa127,1,34.99,10
4ebff481,1,99.9,83
4ec0d2cb,1,75.5,343
4ec19da2,1,47.9,158
4ec1c641,1,45.9,233
4ec3c1ee,1,197.5,325
4ec48bc6,1,46.8,38
4ec4d40b,1,33.8,395
4ec504c5,1,119.0,570
4ec69c7b,1,59.9,63
4ec73a19,1,79.9,278
4ec889f3,1,350.0,87
4ec96f8e,1,17.9,267
4ec9fdf2,1,219.9,446
4eca2e49,1,59.9,97
4ecafbce,1,49.9,536
4eccfbae,1,60.0,175
4ece58d9,1,112.0,74
4ed03443,1,64.0,19
4ed03ec6,1,35.0,163
4ed04878,1,707.6,438
4ed0e56b,1,119.0,84
4ed1342e,1,169.9,546
4ed298b9,1,139.0,204
4ed35f69,1,600.0,204
4ed37080,1,337.8,278
4ed45e48,1,30.0,393
4ed6a7d8,1,55.0,343
4ed6dff4,1,14.9,174
4ed89e90,1,19.0,189
4ed9c0af,1,94.0,79
4eda266a,1,200.0,344
4edd404b,1,189.0,309
4edf5324,1,45.99,167
4ee0a72b,1,32.0,35
4ee1d053,1,359.9,147
4ee2995e,1,319.92,153
4ee340fb,1,16.9,333
4ee37274,1,198.9,526
4ee379d2,1,118.8,445
4ee4c7cf,1,99.0,157
4ee4f7ac,1,29.0,287
4ee54794,1,93.0,134
4ee5fecd,1,90.0,127
4ee61c39,1,105.0,46
4ee6ab82,1,35.9,263
4eeac797,1,35.9,151
4eeb60f8,1,610.0,356
4eeb9ef8,1,39.9,89
4eebac4b,1,99.7,332
4eebea29,1,160.0,237
4eec7874,1,79.99,145
4eed76c1,1,979.0,135
4eed7d60,1,59.9,406
4eee666d,1,5.2,206
4eef378a,1,159.77,157
4ef218a1,1,169.99,341
4ef22321,1,29.99,366
4ef23a9e,1,69.99,42
4ef3af4d,1,89.9,501
4ef4f775,1,24.4,52
4ef4f991,1,24.99,115
4ef52e0e,1,24.99,560
4ef55bf8,1,64.9,103
4ef60e9a,1,85.9,161
4ef66ffd,1,120.0,404
4ef76507,1,39.0,79
4ef85638,1,174.0,175
4ef944d2,1,49.99,30
4ef98c8b,1,179.1,384
4ef9da47,1,25.0,468
4efa34ee,1,18.0,83
4efb3ccc,1,49.9,451
4efd8655,1,9.9,554
4efe0865,1,140.0,487
4efe40b9,1,1422.4,223
4effb0c1,1,38.99,21
4effccca,1,64.9,63
4f003694,1,127.9,278
4f008392,1,119.0,140
4f00f0cf,1,49.0,295
4f04f3ee,1,65.0,234
4f055f9a,1,189.9,137
4f061e67,1,19.9,19
4f06c14b,1,199.6,37
4f07ffd6,1,89.9,358
4f087ceb,1,59.95,302
4f093ba6,1,39.9,228
4f0986f7,1,145.0,408
4f0a80cf,1,110.0,165
4f0aabc5,1,99.0,566
4f0ac8ff,1,45.9,127
4f0b5b05,1,436.0,361
4f0c2a0d,1,68.9,22
4f0da495,1,2768.0,246
4f0e6185,1,35.0,332
4f0fa92e,1,180.0,166
4f11e0c0,1,28.62,93
4f1212f0,1,97.77,188
4f14078a,1,23.99,162
4f1499a3,1,149.97,93
4f16e4f7,1,278.77,497
4f1a7ec2,1,159.96,205
4f1aa01a,1,1719.92,208
4f1b55a9,1,119.0,72
4f1bbce2,1,199.0,273
4f1d2ff2,1,119.9,104
4f1d8755,1,47.99,485
4f1d99d5,1,84.99,432
4f1e6c4e,1,55.0,217
4f1ed642,1,119.99,305
4f1f2b13,1,86.9,206
4f218b2a,1,116.0,286
4f219dce,1,138.9,186
4f229d93,1,89.99,101
4f22f1b3,1,39.9,163
4f234cf9,1,72.9,7
4f23a05b,1,19.2,29
4f23f487,1,199.9,162
4f2418df,1,20.9,550
4f246fcb,1,379.9,203
4f24e59a,1,1649.89,163
4f24efa0,1,196.8,3
4f254386,1,94.0,60
4f259c28,1,19.9,28
4f268793,1,16.99,437
4f26ff6d,1,99.99,377
4f273198,1,265.99,382
4f2796b2,1,59.9,493
4f27c407,1,50.9,193
4f2805dc,1,164.0,148
4f28355e,1,139.0,468
4f286124,1,10.0,42
4f298aac,1,299.99,344
4f2997ab,1,35.0,223
4f2aca9e,1,149.99,111
4f2bb54d,1,56.99,289
4f2c00ad,1,279.9,390
4f2c86a6,1,45.9,305
4f2d8ab1,1,230.0,31
4f2dbb2c,1,190.0,23
4f2dfeb9,1,116.9,9
4f3106b8,1,140.0,93
4f31c34b,1,99.0,245
4f31e270,1,58.99,130
4f31f3e8,1,80.0,298
4f31fe14,1,219.9,300
4f329f7d,1,69.5,136
4f336a63,1,29.99,257
4f3530f7,1,166.4,29
4f35ebb1,1,149.9,85
4f363a44,1,349.9,184
4f36ee71,1,299.99,348
4f378fac,1,39.0,49
4f37db87,1,59.99,175
4f380751,1,109.0,134
4f38de63,1,24.99,273
4f391740,1,109.97,328
4f3991e2,1,14.99,113
4f3a9acf,1,63.0,104
4f3ada4e,1,527.9,24
4f3bfa2a,1,535.9,178
4f3c08c0,1,59.99,373
4f3c41c8,1,97.9,170
4f3d7e6b,1,119.9,545
4f3e1edf,1,269.0,167
4f3e4e67,1,99.9,580
4f3ef15a,1,126.9,18
4f3ef3ba,1,73.35,286
4f3f2731,1,99.9,114
4f3f7780,1,49.99,694
4f3f8578,1,210.0,312
4f3f9a69,1,548.06,6
4f41913e,1,19.87,71
4f41b1a6,1,25.99,481
4f421209,1,1224.0,218
4f422869,1,99.9,278
4f431dee,1,79.99,274
4f43800c,1,659.0,343
4f444b3b,1,159.0,57
4f453791,1,19.9,26
4f45750d,1,142.5,304
4f45d575,1,279.9,261
4f478a1b,1,83.9,218
4f482d46,1,49.8,451
4f482d99,1,155.0,442
4f48789f,1,119.6,427
4f48eb37,1,59.9,278
4f4b3ffc,1,369.0,120
4f4ba6ed,1,44.78,232
4f4c1fc9,1,149.9,56
4f4cd251,1,289.0,115
4f4ed20c,1,279.6,105
4f4f005f,1,1584.0,543
4f50086c,1,73.9,155
4f517682,1,79.0,86
4f5228be,1,25.0,442
4f5275b5,1,118.75,277
4f529a08,1,239.99,242
4f531f24,1,180.0,590
4f53572a,1,37.99,149
4f53f38d,1,189.9,98
4f55026e,1,220.0,21
4f553648,1,79.9,338
4f55f44c,1,310.0,540
4f568de0,1,665.54,466
4f5733b0,1,12.0,206
4f5751a9,1,34.9,28
4f59a5ae,1,58.9,281
4f5a13c3,1,88.0,125
4f5b0c80,1,34.9,187
4f5d067c,1,13.65,121
4f5e4ae2,1,239.6,234
4f5fb5d2,1,199.99,370
4f5fc821,1,99.0,140
4f5fe0d2,1,45.49,527
4f5fe5c6,1,135.0,75
4f606249,1,228.0,300
4f60ae29,1,58.99,264
4f60b8e9,1,81.9,348
4f614c6f,1,149.9,133
4f614ff7,1,108.0,234
4f61f8c6,1,259.99,476
4f624aa6,1,460.7,367
4f627c25,1,59.9,149
4f640c97,1,79.99,33
4f64b536,1,114.9,450
4f65f6d6,1,41.0,332
4f660168,1,79.99,436
4f662c3f,1,29.99,57
4f670eca,1,17.99,16
4f68a907,1,99.0,440
4f69c8c7,1,102.5,577
4f6b571b,1,348.8,256
4f6b63ab,1,2062.99,97
4f6d55f9,1,19.89,201
4f6d6503,1,99.0,102
4f6f0eca,1,27.9,452
4f6f5e2d,1,58.9,323
4f6ffb9b,1,380.0,158
4f701e12,1,199.9,197
4f710188,1,119.0,218
4f712273,1,122.9,257
4f7394fa,1,31.9,191
4f73c60a,1,239.6,254
4f73f838,1,69.9,155
4f747215,1,258.99,186
4f7554d9,1,131.8,320
4f75899b,1,399.5,324
4f75e31b,1,49.0,279
4f7761af,1,21.42,78
4f782c51,1,232.0,189
4f7834e6,1,100.99,41
4f7a3c5d,1,27.3,196
4f7a71f3,1,29.9,30
4f7b2f92,1,59.9,378
4f7bafbd,1,700.0,186
4f7c54cb,1,549.9,283
4f7c8c8a,1,109.9,202
4f7d09d7,1,89.9,414
4f7d9e44,1,197.5,71
4f7ed4b3,1,34.9,422
4f7f6278,1,98.9,40
4f807878,1,199.0,204
4f814750,1,180.0,142
4f816c7b,1,27.0,294
4f817116,1,49.0,227
4f8260c7,1,17.9,135
4f828085,1,459.96,289
4f828355,1,89.9,71
4f848cc5,1,89.18,542
4f84b766,1,60.0,63
4f8516b1,1,357.0,82
4f856892,1,13.65,135
4f861bc4,1,26.0,384
4f86c0e6,1,19.9,382
4f86e2b6,1,159.0,174
4f8746c4,1,286.0,144
4f88e94a,1,599.6,51
4f891e15,1,122.99,81
4f8b41c1,1,28.99,122
4f8eccc9,1,69.9,105
4f8f4d18,1,70.0,60
4f8f6289,1,124.9,324
4f8fe4b8,1,119.6,172
4f90b60d,1,99.9,351
4f92392f,1,34.9,423
4f92671b,1,49.0,262
4f928b82,1,21.15,274
4f92b798,1,13.99,204
4f93c605,1,54.0,268
4f93dc7e,1,36.0,334
4f94061e,1,44.9,394
4f94e631,1,99.9,324
4f9675da,1,39.99,207
4f978374,1,122.99,179
4f98668a,1,23.99,309
4f999370,1,76.0,90
4f9aac9e,1,49.95,476
4f9aedfe,1,59.9,562
4f9bbd7e,1,54.99,160
4f9c5022,1,46.9,194
4f9cf399,1,49.0,276
4f9d2f4a,1,205.0,401
4f9e473d,1,69.9,41
4f9e8ebd,1,105.89,281
4f9f51d4,1,29.99,51
4fa00e98,1,159.9,345
4fa01e0a,1,69.9,18
4fa0515b,1,19.9,268
4fa0a4fe,1,49.99,278
4fa12f3a,1,98.99,514
4fa13e73,1,104.0,552
4fa18a32,1,389.6,16
4fa19f7d,1,250.0,155
4fa1cd16,1,79.99,167
4fa362e6,1,54.9,465
4fa46009,1,12.9,459
4fa4b599,1,449.6,401
4fa57b39,1,11.97,208
4fa7c505,1,109.9,315
4fa7e640,1,24.99,43
4fa7e702,1,1029.0,538
4fa80c5d,1,439.9,178
4fa95709,1,489.0,21
4fa9e718,1,28.0,311
4faa5d21,1,59.9,67
4faaab72,1,191.6,373
4faae87d,1,215.0,28
4fab1dfe,1,69.9,271
4fac0d50,1,24.0,236
4fac56d9,1,49.9,222
4fac7263,1,199.0,10
4faf7bb3,1,45.6,334
4fafc717,1,209.9,93
4fafefc1,1,49.99,25
4fb00595,1,23.5,398
4fb0754d,1,239.6,304
4fb2f8d9,1,19.89,114
4fb36b6c,1,1199.0,169
4fb3dd18,1,159.99,471
4fb4db0a,1,171.9,451
4fb4e997,1,49.9,575
4fb53ef1,1,69.0,483
4fb548a2,1,19.9,99
4fb5b845,1,144.41,183
4fb5fe5e,1,109.9,145
4fb68ac7,1,39.9,68
4fb7ad5a,1,108.9,376
4fb7af68,1,149.9,154
4fb7cbd1,1,765.0,101
4fb843d3,1,22.0,21
4fb9ae3d,1,29.9,198
4fbb9513,1,199.0,179
4fbc3c1d,1,19.49,103
4fbd4b06,1,29.9,208
4fbd85d0,1,59.99,253
4fbd9ee9,1,42.9,146
4fbf0176,1,216.0,81
4fc2eee1,1,13.99,314
4fc3826b,1,18.49,4
4fc3b1a5,1,98.0,364
4fc3bf60,1,329.0,525
4fc4a9bf,1,68.8,126
4fc58708,1,120.0,211
4fc5d73f,1,199.0,130
4fc64c2c,1,129.0,258
4fc70bd3,1,380.0,35
4fc731f5,1,99.9,86
4fc752f9,1,199.9,567
4fc88d5e,1,39.9,465
4fc9e35c,1,1549.0,510
4fca950f,1,75.6,130
4fcb8100,1,69.99,225
4fcc2ca1,1,180.0,360
4fcc62d1,1,69.0,511
4fccee16,1,199.6,205
4fcf1201,1,109.9,316
4fcf92d9,1,120.0,220
4fd0b9bb,1,74.9,6
4fd17183,1,29.9,398
4fd1b41e,1,22.32,77
4fd29aea,1,179.49,213
4fd30188,1,26.5,60
4fd357de,1,45.0,22
4fd3fdf0,1,22.99,187
4fd530fb,1,91.9,37
4fd594b3,1,438.8,513
4fd59a5a,1,113.0,418
4fd707ca,1,108.0,188
4fd717f8,1,884.6999999999999,267
4fd75fb5,1,39.0,105
4fd77943,1,559.96,362
4fd7abbc,1,53.0,79
4fd7e58e,1,146.0,289
4fd8067d,1,149.9,106
4fd85249,1,24.89,49
4fd89297,1,169.9,163
4fd9411c,1,135.9,11
4fda3efd,1,89.9,431
4fda921e,1,57.9,70
4fdae31f,1,75.0,388
4fdbaab8,1,164.9,114
4fdbd174,1,119.9,413
4fdeaa63,1,48.0,348
4fdf8518,1,99.0,549
4fe0645c,1,75.0,83
4fe13d65,1,119.39,286
4fe15228,1,540.0,129
4fe1824a,1,57.31,398
4fe1cde8,1,69.99,441
4fe1f121,1,139.99,106
4fe25448,1,59.9,118
4fe6e159,1,150.0,336
4fe795e9,1,47.9,80
4fe7ef3f,1,38.2,166
4fe821df,1,19.9,332
4fe9a071,1,95.0,30
4fea6b3a,1,125.02,278
4feab920,1,279.0,491
4feb636a,1,42.0,279
4feb6ded,1,119.9,250
4fec1481,1,69.99,248
4fec1b7b,1,265.04999999999995,175
4fec2e0a,1,17.9,159
4fec4745,1,99.9,270
4fec8c71,1,69.49,336
4fece992,1,39.4,146
4fed323f,1,99.99,382
4fedd71e,1,44.9,85
4fefa568,1,79.7,465
4ff01dfe,1,156.0,163
4ff06273,1,364.0,17
4ff25b11,1,49.9,33
4ff38991,1,61.5,209
4ff3f394,1,55.0,91
4ff4005a,1,39.99,345
4ff41b1c,1,394.65,79
4ff608f0,1,39.9,128
4ff64159,1,49.99,37
4ff6cf22,1,51.8,165
4ff7f668,1,59.9,293
4ff832ce,1,30.5,7
4ff8e39c,1,87.0,305
4ff98e14,1,348.8,290
4ff9971c,1,199.2,424
4ff9d132,1,73.9,141
4ffa18f0,1,59.99,78
4ffa57c0,1,49.0,337
4ffb0b02,1,479.9,466
4ffb336c,1,299.99,242
4ffcfe84,1,59.9,471
4ffd321d,1,24.9,182
4ffd9363,1,440.0,184
4ffda1e2,1,22.8,15
4ffdc20f,1,38.0,90
4ffeacfa,1,139.99,223
4fff5083,1,2983.25,339
4fff8a3a,1,79.9,337
4fffc9aa,1,118.5,75
4ffff106,1,120.0,78
500046bb,1,44.9,355
5000d943,1,45.0,202
50012e89,1,119.0,133
5001b83b,1,100.0,108
5003740b,1,24.5,240
50044df9,1,120.0,28
5006cc98,1,15.55,255
50074838,1,22.9,181
5008e2a6,1,89.9,449
500956a8,1,129.99,212
50096615,1,23.8,4
5009c471,1,54.98,507
500a535e,1,35.0,328
500ae07b,1,149.9,124
500bbe66,1,10.9,601
500c2c38,1,59.9,533
500d19ce,1,279.6,135
500d6039,1,99.99,485
500e735e,1,99.99,482
500e98ff,1,59.9,359
500e9bef,1,384.0,136
500f22fc,1,359.0,327
500f3997,1,113.0,292
500f485b,1,79.6,275
500fcc5f,1,119.9,363
50103da6,1,443.0,114
5010642b,1,39.99,455
50111fb8,1,38.8,99
50117c5a,1,59.74,483
50118498,1,25.9,19
5011c967,1,238.9,551
50120b2e,1,245.0,34
50132e93,1,99.0,349
5013591e,1,260.0,367
501369ec,1,25.99,472
501435a1,1,149.0,430
5014401c,1,34.99,106
5015b446,1,24.99,156
5015c345,1,59.9,206
5016f9bf,1,69.9,188
5019c820,1,82.49,23
501a71dd,1,57.89,114
501c4561,1,149.0,41
501c9cd7,1,189.9,71
501d2b1b,1,150.78,382
501da9e5,1,79.99,222
501e5b01,1,290.0,589
501e72b0,1,990.0,494
501e7762,1,122.9,173
501ec6b1,1,49.39,271
50202490,1,59.9,230
5020b732,1,24.9,147
50212e9c,1,119.9,194
50217e5b,1,39.0,505
50228fe7,1,159.9,265
5022998b,1,31.9,237
50234a25,1,150.0,34
5023bc29,1,47.99,106
5025f49a,1,94.3,466
5026e719,1,20.0,539
50271161,1,219.9,254
5029a2d8,1,74.9,159
502a6aef,1,159.9,443
502b5f99,1,278.0,278
502bb2b6,1,139.9,364
502dc901,1,168.98,316
502ded0e,1,110.32,107
502e8add,1,1750.0,13
502e9455,1,67.9,54
502f84b9,1,460.0,208
502f8f82,1,15.12,168
5030a4d1,1,179.0,466
5032358b,1,284.8,173
5032ecd9,1,56.99,421
503338c1,1,230.0,267
5033c92e,1,15.99,518
5034fc24,1,49.9,184
5035374c,1,149.9,158
5036f826,1,119.6,441
50373e77,1,18.99,525
50373f94,1,324.89,131
503740e9,1,147.9,416
5037d4e6,1,423.0,231
5038412e,1,349.97,77
5039a0de,1,69.9,366
503c0a50,1,56.99,27
503c7a5a,1,75.9,56
503cd4e9,1,249.9,240
503d0a7d,1,69.9,692
503d3a02,1,112.0,508
503ecd87,1,19.79,156
503f0e72,1,18.9,322
503f7a30,1,99.9,514
503ffd7c,1,94.9,174
50405a15,1,219.0,336
50406357,1,29.9,358
5040cce1,1,322.11,282
5040fa07,1,143.8,479
5041a36b,1,99.9,127
5043e611,1,12.25,195
5044e8b3,1,13.65,264
5044f39d,1,59.9,266
50458ca4,1,79.9,269
5046f368,1,69.81,55
50474ea7,1,1979.1000000000001,10
5047508b,1,49.9,292
50483dfb,1,73.0,65
50485ea1,1,69.0,70
504918c9,1,47.9,32
504abb58,1,38.25,282
504b1f32,1,380.0,212
504b88cf,1,790.0,361
504bf939,1,33.9,160
504c02c1,1,59.33,477
504d0f9e,1,98.4,270
504d673e,1,49.9,15
504dd8e9,1,538.1999999999999,43
504e1afe,1,19.99,497
504f3501,1,110.0,116
504fd80a,1,149.99,254
5050f074,1,14.9,264
50519531,1,281.89,235
5051bdd0,1,59.9,126
50522881,1,97.5,488
5053c1bf,1,52.98,123
50540fa1,1,77.98,20
5054aeef,1,299.0,93
5054c030,1,179.9,7
5054fb44,1,47.99,485
50550d02,1,58.9,400
50552ddc,1,79.99,126
5056f8f7,1,59.9,236
50577f33,1,279.9,360
50587b1a,1,69.9,226
5058aeef,1,105.0,352
5059378d,1,398.0,567
50599cd1,1,331.96,489
505a018f,1,45.95,321
505a5eff,1,79.9,375
505d085a,1,148.9,81
505daea6,1,68.9,104
505dde6c,1,142.9,116
505e0370,1,118.5,279
505ee551,1,359.96,205
50605201,1,26.9,80
50605289,1,219.6,400
5061c5ea,1,50.0,131
50625571,1,69.9,358
50660765,1,229.9,494
5066428e,1,150.0,233
5067d126,1,45.95,402
5068221f,1,47.99,411
50693b90,1,170.3,117
5069b5cf,1,27.99,143
506a9747,1,18.9,691
506b50a8,1,119.8,375
506ca861,1,59.9,291
506ecd11,1,84.9,244
5072cf2f,1,29.9,489
50732508,1,223.0,149
5073c3e8,1,599.9,180
50746721,1,53.9,109
50756c38,1,38.5,21
5077e24e,1,64.9,26
5077f913,1,23.8,260
5077fb20,1,79.0,293
507928d9,1,39.45,49
507995dc,1,35.9,67
5079b2cd,1,79.0,37
5079d4b0,1,109.9,339
507ba08e,1,17.99,355
507bd98f,1,49.9,366
507d1024,1,79.9,226
507d2314,1,24.99,313
507e6634,1,39.0,251
507f4a74,1,43.9,353
507f7a9e,1,50.9,355
507fd185,1,139.0,269
508012ea,1,8.6,14
5081063a,1,24.99,204
